House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
12,Kaur Street,Bruce,Evans,28,Husband,Married,Male,"Surveyor, rural practice",None,None
12,Kaur Street,Maurice,Evans,3,Son,NA,Male,Child,Unknown Infection,NA
13,Kaur Street,Elizabeth,Cook,34,Head,Married,Female,"Programmer, multimedia",None,None
13,Kaur Street,Richard,Cook,38,Husband,Married,Male,Regulatory affairs officer,None,None
13,Kaur Street,Ian,Cook,21,Son,Single,Male,University Student,None,None
13,Kaur Street,Gerard,Cook,17,Son,NA,Male,Student,None,NA
14,Kaur Street,Amy,Hall,37,Head,Married,Female,Engineering geologist,None,Christian
14,Kaur Street,Dean,Hall,35,Husband,Married,Male,Paramedic,None,Christian
14,Kaur Street,Joanna,Hall,23,Daughter,Single,Female,"Administrator, local government",None,Christian
15,Kaur Street,Megan,Elliott,43,Head,Married,Female,Unemployed,None,None
15,Kaur Street,Robin,Elliott,44,Husband,Married,Male,Agricultural consultant,None,None
15,Kaur Street,Jean,Elliott,13,Daughter,NA,Female,Student,None,NA
16,Kaur Street,Wendy,Parker,43,Head,Divorced,Female,Unemployed,None,Methodist
16,Kaur Street,Elaine,Parker,19,Daughter,Single,Female,Nutritional therapist,None,Methodist
16,Kaur Street,Cameron,Parker,16,Son,NA,Male,Student,None,NA
17,Kaur Street,Michelle,Jones,41,Head,Divorced,Female,"Clinical scientist, histocompatibility and immunogenetics", ,Christian
17,Kaur Street,Emma,Jones,4,Daughter,NA,Female,Child,None,NA
17,Kaur Street,Georgina,Jones,2,Daughter,NA,Female,Child,None,NA
18,Kaur Street,Rita,Howarth,44,Head,Divorced,Female,Aid worker,None,Catholic
18,Kaur Street,Patrick,Howarth,13,Son,NA,Male,Student,None,NA
18,Kaur Street,Georgina,Howarth,12,Daughter,NA,Female,Student,None,NA
19,Kaur Street,Lydia,Ahmed-Weston,66,Head,Married,Female,Clinical embryologist,None,Christian
19,Kaur Street,Cameron,Ahmed-Weston,68,Husband,Married,Male,Retired Civil Service administrator,None,Christian
19,Kaur Street,Jade,Morris,24,Granddaughter,Divorced,Female,Adult guidance worker,None,Christian
19,Kaur Street,Melanie,Evans,24,Granddaughter,Single,Female,Holiday representative,None,None
19,Kaur Street,Grace,Jennings-Evans,21,Granddaughter,Single,Female,University Student,None,Christian
20,Kaur Street,Carol,Lynch,35,Head,Divorced,Female,Audiological scientist,None,None
20,Kaur Street,Christian,Lynch,8,Son,NA,Male,Student,None,NA
20,Kaur Street,Barbara,Lynch,6,Daughter,NA,Female,Student,None,NA
21,Kaur Street,Lisa,Gardner,29,Head,Married,Female,Contractor,None,None
21,Kaur Street,Bryan,Gardner,31,Husband,Married,Male,Unemployed,None,None
21,Kaur Street,Francis,Gardner,12,Son,NA,Male,Student,None,NA
22,Kaur Street,Lynne,Wright,34,Head,Single,Female,Ambulance person,None,None
22,Kaur Street,Jordan,Bell,42,None,Single,Male,"Buyer, retail",None,None
22,Kaur Street,Michael,Wall,54,None,Single,Male,Unemployed,None,Methodist
22,Kaur Street,Catherine,Stanley,42,None,Single,Female,"Surveyor, minerals",None,None
22,Kaur Street,Luke,Anderson,34,None,Single,Male,"Psychologist, educational",None,Catholic
23,Kaur Street,June,Hill,49,Head,Married,Female,Corporate investment banker,None,Christian
23,Kaur Street,Conor,Hill,51,Husband,Married,Male,Horticultural consultant,None,None
23,Kaur Street,Mary,Hill,17,Daughter,NA,Female,Student,None,NA
24,Kaur Street,Chelsea,Cox,54,Head,Single,Female,Video editor,None,Christian
24,Kaur Street,Kelly,Dunn,56,Partner,Single,Female,"Designer, jewellery",None,Christian
24,Kaur Street,Helen,Cox,17,Daughter,NA,Female,Student,None,NA
24,Kaur Street,Jean,Cox,13,Daughter,NA,Female,Student,None,NA
24,Kaur Street,Lydia,Cox,9,Daughter,NA,Female,Student,None,NA
24,Kaur Street,Amelia,Cox,5,Daughter,NA,Female,Student,None,NA
25,Kaur Street,Patricia,Thompson,58,Head,Married,Female,"Surveyor, commercial/residential",None,None
25,Kaur Street,Colin,Thompson,57,Husband,Married,Male,"Engineer, technical sales",None,None
25,Kaur Street,Katherine,Thompson,22,Daughter,Single,Female,University Student,None,None
26,Kaur Street,Aimee,Page,46,Head,Married,Female,Research scientist (physical sciences),None,Christian
26,Kaur Street,Adrian,Page,48,Husband,Married,Male,"Investment banker, corporate",None,Christian
26,Kaur Street,Alice,Page,25,Daughter,Single,Female,Fitness centre manager,None,Christian
26,Kaur Street,Garry,Page,0,Son,NA,Male,Child,None,NA
27,Kaur Street,Charlotte,Taylor,27,Head,Widowed,Female,"Conservator, museum/gallery",None,Sikh
27,Kaur Street,Linda,Taylor,0,Daughter,NA,Female,Child,None,NA
27,Kaur Street,Vanessa,Harris,41,Lodger,Divorced,Female,"Programmer, applications",None,Catholic
27,Kaur Street,Emily,Evans,63,Cousin,Single,Female,"Copywriter, advertising",None,Methodist
28,Kaur Street,Georgina,Lambert,41,Head,Divorced,Female,Unemployed,None,Methodist
28,Kaur Street,Glen,Lambert,14,Son,NA,Male,Student,None,NA
28,Kaur Street,Gerard,Lambert,12,Son,NA,Male,Student,None,NA
28,Kaur Street,Kieran,Lambert,5,Son,NA,Male,Student,None,NA
28,Kaur Street,Rhys,Lambert,1,Son,NA,Male,Child,None,NA
29,Kaur Street,Connor,Williams,45,Head,Divorced,Male,Insurance account manager,None,None
29,Kaur Street,Kelly,Williams,17,Daughter,NA,Female,Student,None,NA
30,Kaur Street,Rosie,Clarke,29,Head,Single,Female,Bookseller,None,None
30,Kaur Street,Rosie,Russell,38,Lodger,Divorced,Female,English as a foreign language teacher,None,Catholic
30,Kaur Street,Elliott,Thompson,56,Cousin,Single,Male,Mechanical engineer,None,Christian
31,Kaur Street,Clare,Harris,29,Head,Single,Female,Unemployed,None,Sikh
31,Kaur Street,Leigh,Harris,5,Son,NA,Male,Student,None,NA
31,Kaur Street,Beth,Harris,1,Daughter,NA,Female,Child,None,NA
31,Kaur Street,Edward,Harris,0,Son,NA,Male,Child,None,NA
32,Kaur Street,Stewart,Clarke,24,Head,Married,Male,Customer service manager,None,None
32,Kaur Street,Janice,Clarke,28,Wife,Married,Female,Architectural technologist,None,None
33,Kaur Street,Eileen,Wilkinson,49,Head,Single,Female,Equality and diversity officer,None,Christian
33,Kaur Street,Gerard,Fry,51,Partner,Single,Male,Biomedical scientist,None,Christian
33,Kaur Street,Olivia,Wilkinson,23,Daughter,Single,Female,"Production assistant, radio",None,Christian
33,Kaur Street,Lisa,Wilkinson,21,Daughter,Divorced,Female,University Student,None,Christian
33,Kaur Street,Harriet,Wilkinson,1,Daughter,NA,Female,Child,None,NA
34,Kaur Street,Judith,Allen,40,Head,Divorced,Female,Bookseller,None,Christian
35,Kaur Street,Jemma,Taylor,27,Head,Married,Female,"Conservation officer, historic buildings",None,None
35,Kaur Street,Henry,Taylor,29,Husband,Married,Male,"Presenter, broadcasting",None,None
35,Kaur Street,Trevor,Taylor,5,Son,NA,Male,Student,None,NA
35,Kaur Street,Billy,Taylor,1,Son,NA,Male,Child,None,NA
36,Kaur Street,Susan,Edwards,50,Head,Married,Female,Company secretary,None,Methodist
36,Kaur Street,Gordon,Edwards,55,Husband,Married,Male,"Teacher, secondary school",None,Methodist
36,Kaur Street,Amelia,Edwards,15,Daughter,NA,Female,Student,None,NA
36,Kaur Street,Natalie,Edwards,13,Daughter,NA,Female,Student,None,NA
36,Kaur Street,Matthew,Edwards,11,Son,NA,Male,Student,None,NA
36,Kaur Street,Kim,Edwards,9,Daughter,NA,Female,Student,None,NA
37,Kaur Street,Jodie,Johnson,51,Head,Married,Female,Music tutor,None,None
37,Kaur Street,Wayne,Johnson,54,Husband,Married,Male,"Designer, television/film set",None,None
37,Kaur Street,Patricia,Johnson,17,Daughter,NA,Female,Student,None,NA
38,Kaur Street,Patricia,Hall,39,Head,Divorced,Female,Unemployed,None,None
38,Kaur Street,Donald,Hall,7,Son,NA,Male,Student,None,NA
38,Kaur Street,Jonathan,Hall,3,Son,NA,Male,Child,None,NA
39,Kaur Street,Jean,Stevenson,64,Head,Single,Female,"Copywriter, advertising",None,Christian
39,Kaur Street,Christine,Power,52,None,Single,Female,Medical physicist,None,Christian
39,Kaur Street,Carolyn,Carter,42,None,Single,Female,Production engineer,None,None
40,Kaur Street,Sally,Rowe,55,Head,Married,Female,Fisheries officer,None,Christian
40,Kaur Street,Eric,Rowe,60,Husband,Married,Male,Personnel officer,None,Christian
40,Kaur Street,Natalie,Rowe,33,Daughter,Divorced,Female,Insurance claims handler,None,None
40,Kaur Street,Megan,Rowe,17,Daughter,NA,Female,Student,None,NA
41,Kaur Street,Diane,Griffiths,32,Head,Divorced,Female,"Scientist, research (medical)",None,None
41,Kaur Street,Richard,Griffiths,0,Son,NA,Male,Child,None,NA
41,Kaur Street,Shaun,Watkins,43,Lodger,Single,Male,Police officer,None,Catholic
42,Kaur Street,Sara,Lee,40,Head,Single,Female,Chartered management accountant,None,Christian
43,Kaur Street,Beth,Berry,42,Head,Married,Female,Sports coach,None,None
43,Kaur Street,Stewart,Berry,47,Husband,Married,Male,Animator,None,None
43,Kaur Street,Lynn,Berry,17,Daughter,NA,Female,Student,None,NA
44,Kaur Street,Joyce,Chambers,38,Head,Married,Female,"Engineer, water",None,None
44,Kaur Street,Geoffrey,Chambers,40,Husband,Married,Male,"Engineer, aeronautical",None,None
44,Kaur Street,Elliott,Chambers,17,Son,NA,Male,Student,None,NA
45,Kaur Street,Rita,Wood,31,Head,Married,Female,"Engineer, energy",None,None
45,Kaur Street,Josh,Wood,35,Husband,Married,Male,Media buyer,None,None
45,Kaur Street,Leah,Wood,6,Daughter,NA,Female,Student,None,NA
46,Kaur Street,Eleanor,Rogers,35,Head,Divorced,Female,"Scientist, research (physical sciences)",None,None
46,Kaur Street,Mohamed,Rogers,9,Son,NA,Male,Student,None,NA
46,Kaur Street,Leigh,Rogers,5,Son,NA,Male,Student,None,NA
46,Kaur Street,Dennis,Moore,34,Lodger,Single,Male,"Civil engineer, contracting",None,Methodist
46,Kaur Street,Marie,Naylor,25,Lodger,Single,Female,"Administrator, education",None,Christian
47,Kaur Street,Melanie,Hunter,72,Head,Widowed,Female,Retired Engineering geologist,None,None
47,Kaur Street,Shirley,Hunter,34,Daughter,Single,Female,Seismic interpreter,None,None
47,Kaur Street,Anna,Kirk-Hunter,33,Daughter,Single,Female,Energy engineer,None,None
47,Kaur Street,Amy,Kirk-Hunter,29,Daughter,Single,Female,Risk manager,None,None
48,Kaur Street,Nigel,Pope,31,Head,Single,Male,Trade mark attorney,None,Methodist
48,Kaur Street,Dominic,Pope,2,Son,NA,Male,Child,None,NA
48,Kaur Street,Ben,Brown,57,Lodger,Single,Male,"Engineer, manufacturing",None,Christian
49,Kaur Street,Kathryn,Watkins,60,Head,Married,Female,Forensic psychologist,None,Christian
49,Kaur Street,Ian,Watkins,57,Husband,Married,Male,Trading standards officer,None,None
49,Kaur Street,Ashley,Watkins,33,Adopted Son,Divorced,Male,"Pharmacist, hospital",None,Christian
50,Kaur Street,Emma,Brady,56,Head,Married,Female,"Journalist, newspaper",None,Christian
50,Kaur Street,Michael,Brady,57,Husband,Married,Male,Audiological scientist,None,None
50,Kaur Street,Guy,Brady,17,Son,NA,Male,Student,None,NA
51,Kaur Street,Carolyn,Rose,33,Head,Married,Female,Occupational psychologist,None,Methodist
51,Kaur Street,Gavin,Rose,41,Husband,Married,Male,"Teacher, English as a foreign language",None,Methodist
52,Kaur Street,Sally,Sutton,33,Head,Divorced,Female,Unemployed,Disabled,Methodist
52,Kaur Street,Annette,Sutton,8,Daughter,NA,Female,Student,None,NA
52,Kaur Street,Fiona,Sutton,0,Daughter,NA,Female,Child,None,NA
52,Kaur Street,Charlie,Hart,47,Lodger,Single,Male,"Engineer, civil (consulting)",None,None
52,Kaur Street,Leah,Craig,40,Lodger,Divorced,Female,Set designer,None,Catholic
53,Kaur Street,Liam,Martin,38,Head,Married,Male,"Sales professional, IT",None,Methodist
53,Kaur Street,Ann,Martin,40,Wife,Married,Female,Newspaper journalist,None,Methodist
53,Kaur Street,Joel,Martin,8,Son,NA,Male,Student,None,NA
53,Kaur Street,Clive,Martin,6,Son,NA,Male,Student,None,NA
54,Kaur Street,Lee,Harris,31,Head,Single,Male,Fish farm manager,None,Catholic
55,Kaur Street,Liam,Roberts,47,Head,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
55,Kaur Street,Elliott,Robinson,33,None,Single,Male,Commercial art gallery manager,None,None
55,Kaur Street,Chloe,Turner,51,None,Single,Female,Commissioning editor,None,Christian
55,Kaur Street,Jonathan,Taylor,47,None,Single,Male,"Psychologist, forensic",None,None
56,Kaur Street,Marilyn,Booth,41,Head,Single,Female,Unemployed,None,Christian
56,Kaur Street,Glenn,Jones,41,None,Single,Male,Economist,None,None
56,Kaur Street,Jodie,Fry,55,None,Single,Female,Advertising account planner,None,Christian
57,Kaur Street,Harry,Jones,72,Head,Married,Male,Retired Sports therapist,None,Christian
57,Kaur Street,Stephanie,Jones,70,Wife,Married,Female,Retired Armed forces operational officer,None,Christian
57,Kaur Street,Tina,Brown,11,Granddaughter,NA,Female,Student,None,NA
1,Virgo Street,Denise,Evans,55,Head,Married,Female,Lobbyist,None,None
1,Virgo Street,Alexander,Evans,57,Husband,Married,Male,Museum education officer,None,None
1,Virgo Street,Tina,Evans,31,Daughter,Single,Female,"Engineer, civil (contracting)",None,None
1,Virgo Street,Zoe,Evans,28,Daughter,Single,Female,Secretary/administrator,None,None
1,Virgo Street,Paula,Evans,25,Daughter,Single,Female,Unemployed,None,None
2,Virgo Street,Dale,Holland,57,Head,Single,Male,Public relations account executive,None,Christian
2,Virgo Street,Conor,Russell,6,Grandson,NA,Male,Student,None,NA
3,Virgo Street,Sally,Robinson,87,Head,Married,Female,Retired Clinical cytogeneticist,None,Christian
3,Virgo Street,Glenn,Robinson,88,Husband,Married,Male,"Retired Editor, film/video",None,None
4,Virgo Street,Jenna,Bowen,31,Head,Single,Female,Banker,None,Christian
4,Virgo Street,Keith,Rhodes,34,Partner,Single,Male,"Buyer, industrial",None,Christian
4,Virgo Street,Danielle,Bowen,14,Daughter,NA,Female,Student,None,NA
5,Virgo Street,Holly,Hutchinson,38,Head,Widowed,Female,Analytical chemist,None,None
5,Virgo Street,Mitchell,Hutchinson,7,Son,NA,Male,Student,None,NA
5,Virgo Street,Lindsey,Hutchinson,7,Daughter,NA,Female,Student,None,NA
6,Virgo Street,Kimberley,Cross,42,Head,Divorced,Female,"Development worker, international aid",None,None
6,Virgo Street,Dylan,Mitchell-Cross,0,Son,NA,Male,Child,None,NA
6,Virgo Street,Howard,Baker,29,Lodger,Single,Male,"Conservation officer, nature",None,None
7,Virgo Street,Pamela,Allen,30,Head,Married,Female,Unemployed,None,Christian
7,Virgo Street,Daniel,Allen,35,Husband,Married,Male,Press photographer,None,None
7,Virgo Street,Nicole,Allen,0,Daughter,NA,Female,Child,None,NA
8,Virgo Street,Jack,Glover,57,Head,Married,Male,Technical author,None,Catholic
8,Virgo Street,Caroline,Glover,53,Wife,Married,Female,Theme park manager,None,Catholic
8,Virgo Street,Lynda,Ali,8,Granddaughter,NA,Female,Student,None,NA
8,Virgo Street,Gemma,Ali,3,Granddaughter,NA,Female,Child,None,NA
8,Virgo Street,Philip,Parsons,3,Grandson,NA,Male,Child,None,NA
8,Virgo Street,Stewart,Nicholls-Parsons,3,Grandson,NA,Male,Child,None,NA
9,Virgo Street,Janice,Miller,72,Head,Married,Female,Retired Network engineer,None,Catholic
9,Virgo Street,Brett,Miller,72,Husband,Married,Male,Retired Clinical research associate,None,Catholic
10,Virgo Street,Lawrence,Lamb,88,Head,Widowed,Male,Retired Learning disability nurse,None,None
11,Virgo Street,Lynn,Hussain,46,Head,Married,Female,Logistics and distribution manager,None,Methodist
11,Virgo Street,Christopher,Hussain,44,Husband,Married,Male,"Radiographer, therapeutic",None,Methodist
12,Virgo Street,Diane,Martin,45,Head,Divorced,Female,Forensic scientist,None,Catholic
12,Virgo Street,Frederick,Martin,16,Son,NA,Male,Student,None,NA
12,Virgo Street,Jeremy,Martin,14,Son,NA,Male,Student,None,NA
13,Virgo Street,Charles,Nicholls,39,Head,Divorced,Male,"Designer, television/film set",None,Catholic
1,Stoke Garden,Ann,Donnelly,36,Head,Single,Female,Hydrogeologist,None,None
1,Stoke Garden,Alexandra,Donnelly,7,Daughter,NA,Female,Student,None,NA
1,Stoke Garden,Robert,Donnelly,3,Son,NA,Male,Child,None,NA
1,Stoke Garden,Gavin,Davies,25,Lodger,Divorced,Male,"Engineer, chemical",None,None
1,Stoke Garden,Leanne,Buckley,39,Sibling,Single,Female,Magazine journalist,None,Christian
1,Stoke Garden,Rosie,Lewis,19,Visitor,Single,Female,University Student,None,Catholic
2,Stoke Garden,Sharon,Butler,58,Head,Married,Female,Editorial assistant,None,None
2,Stoke Garden,Alan,Butler,60,Husband,Married,Male,Technical brewer,None,None
2,Stoke Garden,Irene,Butler,34,Daughter,Single,Female,Transport planner,None,None
2,Stoke Garden,Josh,Butler,32,Son,Single,Male,"Copywriter, advertising",None,None
2,Stoke Garden,Elliot,Butler,30,Son,Divorced,Male,Contracting civil engineer,None,None
2,Stoke Garden,Russell,Day-Butler,27,Son,Single,Male,Theatre stage manager,None,None
3,Stoke Garden,Cheryl,Brown,29,Head,Married,Female,Proofreader,None,None
3,Stoke Garden,William,Davis,30,Husband,Married,Male,"Restaurant manager, fast food",None,None
3,Stoke Garden,Mathew,Brown,1,Son,NA,Male,Child,None,NA
3,Stoke Garden,Eleanor,Brown,1,Daughter,NA,Female,Child,None,NA
4,Stoke Garden,Lynda,Smith,60,Head,Single,Female,Accounting technician,None,None
4,Stoke Garden,Paula,Young,34,Daughter,Single,Female,Therapeutic radiographer,None,None
4,Stoke Garden,Damian,Young,31,Son,Single,Male,Restaurant manager,None,None
4,Stoke Garden,June,Young,27,Daughter,Single,Female,Osteopath,None,None
5,Stoke Garden,Karen,Ferguson,68,Head,Widowed,Female,"Retired Teacher, adult education",None,None
6,Stoke Garden,Lucy,Cooke,40,Head,Married,Female,Unemployed,None,Catholic
6,Stoke Garden,Tony,Cooke,41,Husband,Married,Male,Medical laboratory scientific officer,None,None
7,Stoke Garden,Megan,Bentley,41,Head,Divorced,Female,Unemployed,None,None
7,Stoke Garden,Ashley,Bentley,11,Son,NA,Male,Student,None,NA
7,Stoke Garden,Lindsey,Bentley,8,Daughter,NA,Female,Student,None,NA
8,Stoke Garden,Georgina,Robson,22,Head,Single,Female,University Student,None,Catholic
8,Stoke Garden,Declan,Harvey,24,None,Single,Male,"Engineer, site",None,Christian
8,Stoke Garden,Richard,Cunningham,43,None,Single,Male,Television floor manager,None,None
9,Stoke Garden,Joanne,Palmer,31,Head,Divorced,Female,Community arts worker,None,Catholic
9,Stoke Garden,Charles,Palmer,2,Son,NA,Male,Child,None,NA
9,Stoke Garden,Luke,Palmer,1,Son,NA,Male,Child,None,NA
9,Stoke Garden,Philip,Palmer,1,Son,NA,Male,Child,None,NA
10,Stoke Garden,Stephanie,Day,19,Head,Single,Female,University Student,None,NA
10,Stoke Garden,Jamie,Thomas,30,None,Single,Male,PhD Student,None,None
11,Stoke Garden,June,Cunningham,44,Head,Married,Female,Chief Financial Officer,None,None
11,Stoke Garden,John,Cunningham,46,Husband,Married,Male,"Conservation officer, historic buildings",None,None
11,Stoke Garden,Joshua,Cunningham,12,Son,NA,Male,Student,None,NA
11,Stoke Garden,Guy,Cunningham,8,Son,NA,Male,Student,None,NA
12,Stoke Garden,Tom,Roberts,27,Head,Widowed,Male,Chief Operating Officer,None,None
12,Stoke Garden,Henry,Sullivan,52,None,Single,Male,Unemployed,None,Catholic
